city_name,store_name,store_type,store_address,zip_code,latitude,longitude,store_phone_number,state
Bristow,800 N Main St,Pizza Hut,"800 N Main St Bristow, OK 74010 US",74010,35.814546,-96.363831,(918) 367-3353,Oklahoma
Broken Arrow,1150 East Hillside Drive,Pizza Hut Express,"1150 East Hillside Drive Broken Arrow, OK 74012 US",74012,36.051414,-95.805721,Not available,Oklahoma
Broken Arrow,2302 E Kenosha St,Pizza Hut,"2302 E Kenosha St Broken Arrow, OK 74014 US",74014,36.055628,-95.680816,(918) 355-1530,Oklahoma
Broken Arrow,3321 S. Elm,Pizza Hut,"3321 S. Elm Broken Arrow, OK 74012 US",74012,36.051414,-95.805721,(918) 451-1190,Oklahoma
Broken Arrow,802 S Aspen Ave,Pizza Hut,"802 S Aspen Ave Broken Arrow, OK 74012 US",74012,36.051414,-95.805721,(918) 251-4155,Oklahoma
Broken Bow,703 S Park Dr,Pizza Hut,"703 S Park Dr Broken Bow, OK 74728 US",74728,34.150313,-94.802807,(405) 898-0780,Oklahoma
Albany,2215 14th Ave SE,Pizza Hut,"2215 14th Ave SE Albany, OR 97322 US",97322,44.627553,-123.017613,(541) 926-1643,Oregon
Baker City,780 Campbell Street,Pizza Hut,"780 Campbell Street Baker City, OR 97814 US",97814,44.827571,-117.757799,(541) 523-7781,Oregon
Beaverton,6047 SW 185th Ave,Pizza Hut,"6047 SW 185th Ave Beaverton, OR 97007 US",97007,45.454271,-122.879619,(503) 591-9651,Oregon
Beaverton,9458 SW Allen Blvd,Pizza Hut,"9458 SW Allen Blvd Beaverton, OR 97005 US",97005,45.490959,-122.803586,(503) 244-8610,Oregon
Bend,740 NE 3rd St.,Pizza Hut,"740 NE 3rd St. Bend, OR 97701 US",97701,44.112338,-121.20634,(541) 382-1191,Oregon
Central Point,507 S. Front,Pizza Hut,"507 S. Front #1 Central Point, OR 97502 US",97502,42.414574,-122.954536,(541) 664-1199,Oregon
Clackamas,9000 SE Sunnyside Road,Pizza Hut Express,"9000 SE Sunnyside Road Clackamas, OR 97015 US",97015,45.413524,-122.536758,Not available,Oregon
Corvallis,700 NE Circle Blvd,Pizza Hut,"700 NE Circle Blvd Corvallis, OR 97330 US",97330,44.647997,-123.259576,(541) 753-1240,Oregon
Dallas,244 Main St,Pizza Hut,"244 Main St Dallas, OR 97338 US",97338,44.926618,-123.347413,(971) 289-0020,Oregon
Eugene,1930 River Road,Pizza Hut,"1930 River Road Eugene, OR 97404 US",97404,44.105457,-123.133235,(541) 688-1800,Oregon
Eugene,3577 W 11th Ave,Pizza Hut,"3577 W 11th Ave Eugene, OR 97402 US",97402,44.047736,-123.230905,(541) 344-4141,Oregon
Eugene,579 E Broadway,Pizza Hut,"579 E Broadway Eugene, OR 97401 US",97401,44.067988,-123.080181,(541) 686-1166,Oregon
Forest Grove,2323 Pacific Ave.,Pizza Hut,"2323 Pacific Ave. Forest Grove, OR 97116 US",97116,45.580822,-123.165693,(503) 357-3368,Oregon
Happy Valley,10723 SE 82nd Ave,Pizza Hut,"10723 SE 82nd Ave Happy Valley, OR 97086 US",97086,45.445048,-122.528173,(503) 652-1361,Oregon
Happy Valley,14679 SE Sunnyside Rd,Pizza Hut,"14679 SE Sunnyside Rd Ste B Happy Valley, OR 97015 US",97015,45.413524,-122.536758,(971) 206-6490,Oregon
Hermiston,1125 N 1st St,Pizza Hut,"1125 N 1st St Hermiston, OR 97838 US",97838,45.853004,-119.287265,(541) 567-7177,Oregon
Hillsboro,1335 NW 185th Ave,Pizza Hut,"1335 NW 185th Ave Hillsboro, OR 97006 US",97006,45.517009,-122.859817,(503) 629-0858,Oregon
Keizer,4492 River Rd N,Pizza Hut,"4492 River Rd N Keizer, OR 97303 US",97303,45.030354,-123.023689,(503) 390-9400,Oregon
King City,15715 SW 116th Ave,Pizza Hut,"15715 SW 116th Ave King City, OR 97224 US",97224,45.405501,-122.795056,(503) 620-7687,Oregon
Klamath Falls,1826 Austin St,Pizza Hut,"1826 Austin St Klamath Falls, OR 97603 US",97603,42.152018,-121.683526,(541) 884-9070,Oregon
Abington,1495 Old York Rd,Pizza Hut Express,"1495 Old York Rd Abington, PA 19001 US",19001,40.125912,-75.125442,Not available,Pennsylvania
Aliquippa,2685 Brodhead Road,Pizza Hut,"2685 Brodhead Road Aliquippa, PA 15001 US",15001,40.595263,-80.322877,(724) 375-7749,Pennsylvania
Allentown,1600 N. Cedar Crest Blvd.,Pizza Hut Express,"1600 N. Cedar Crest Blvd. Allentown, PA 18104 US",18104,40.611658,-75.546853,Not available,Pennsylvania
Allentown,1761 S 4th St,Pizza Hut,"1761 S 4th St Allentown, PA 18103 US",18103,40.570308,-75.488926,(610) 797-6776,Pennsylvania
Allentown,3315 Hamilton Blvd.,Pizza Hut,"3315 Hamilton Blvd. Allentown, PA 18103 US",18103,40.570308,-75.488926,(610) 395-1200,Pennsylvania
Allentown,912 Airport Center Drive,Pizza Hut Express,"912 Airport Center Drive Allentown, PA 18109 US",18109,40.636938,-75.439893,Not available,Pennsylvania
Allison Park,4873 Route 8,Pizza Hut,"4873 Route 8 Allison Park, PA 15101 US",15101,40.580328,-79.955241,(724) 443-5680,Pennsylvania
Altoona,3420 Pleasant Valley Blvd,Pizza Hut,"3420 Pleasant Valley Blvd Altoona, PA 16602 US",16602,40.512662,-78.373929,(814) 944-8000,Pennsylvania
Altoona,400 E 25th Ave,Pizza Hut,"400 E 25th Ave Altoona, PA 16601 US",16601,40.555264,-78.370416,(814) 944-2229,Pennsylvania
Baden,285 Johnson Ave,Pizza Hut,"285 Johnson Ave Baden, PA 15005 US",15005,40.64508,-80.186648,(724) 869-5700,Pennsylvania
Bala Cynwyd,5 W. City Avenue,Pizza Hut Express,"5 W. City Avenue Bala Cynwyd, PA 19004 US",19004,40.009753,-75.231508,Not available,Pennsylvania
Beaver Falls,729-731 Shenango Rd,Pizza Hut,"729-731 Shenango Rd Beaver Falls, PA 15010 US",15010,40.770872,-80.351446,(724) 847-0700,Pennsylvania
Bedford,4303 Business 220,Pizza Hut,"4303 Business 220 Bedford, PA 15522 US",15522,39.941732,-78.548409,(814) 623-2707,Pennsylvania
Belle Vernon,50 Sara Way,Pizza Hut,"50 Sara Way Belle Vernon, PA 15012 US",15012,40.155417,-79.812946,(724) 929-6000,Pennsylvania
Bellefonte,372 Phoenix Ave,Pizza Hut,"372 Phoenix Ave Bellefonte, PA 16823 US",16823,40.939052,-77.772647,(814) 355-5160,Pennsylvania
Bellevue,481 Lincoln Ave,Pizza Hut,"481 Lincoln Ave Bellevue, PA 15202 US",15202,40.504968,-80.067821,(412) 734-5700,Pennsylvania
Bensalem,2250 Street Rd,Pizza Hut,"2250 Street Rd Bensalem, PA 19020 US",19020,40.100591,-74.938934,(267) 522-5590,Pennsylvania
Bentleyville,149 Wilson Road,Pizza Hut,"149 Wilson Road Bentleyville, PA 15314 US",15314,40.146306,-80.016809,(724) 239-2358,Pennsylvania
Bethel Park,4960 Library Road,Pizza Hut,"4960 Library Road Bethel Park, PA 15102 US",15102,40.32135,-80.036546,(412) 854-2500,Pennsylvania
Bethlehem,1314 Easton Ave,Pizza Hut,"1314 Easton Ave Bethlehem, PA 18018 US",18018,40.627594,-75.395584,(610) 974-9675,Pennsylvania
Lincoln,620 George Washington Highway,Pizza Hut Express,"620 George Washington Highway Lincoln, RI 02865 US",2865,41.915455,-71.449815,Not available,Rhode Island
North Providence,1565 Mineral Spring Ave,Pizza Hut,"1565 Mineral Spring Ave North Providence, RI 02904 US",2904,41.858334,-71.436294,(401) 437-8600,Rhode Island
Pawtucket,1242 Newport Avenue,Pizza Hut,"1242 Newport Avenue Pawtucket, RI 02861 US",2861,41.878603,-71.353131,(401) 722-4222,Rhode Island
Warwick,1627 Warwick Ave,Pizza Hut,"1627 Warwick Ave Warwick, RI 02889 US",2889,41.700591,-71.376927,(401) 244-5422,Rhode Island
Abbeville,812 W Greenwood St,Pizza Hut,"812 W Greenwood St Abbeville, SC 29620 US",29620,34.182407,-82.425607,(864) 459-2685,South Carolina
Aiken,1036 York St NE,Pizza Hut,"1036 York St NE Aiken, SC 29801 US",29801,33.588993,-81.697037,(803) 648-1348,South Carolina
Aiken,1490 Whiskey Rd,Pizza Hut,"1490 Whiskey Rd Aiken, SC 29803 US",29803,33.490342,-81.762819,(803) 649-0909,South Carolina
Anderson,105 Video Warehouse Way,Pizza Hut,"105 Video Warehouse Way Anderson, SC 29624 US",29624,34.435943,-82.624115,(864) 760-1812,South Carolina
Anderson,1647 E. Greenville St.,Pizza Hut,"1647 E. Greenville St. Anderson, SC 29621 US",29621,34.506671,-82.605272,(864) 226-9026,South Carolina
Anderson,862 Highway 28 Byp,Pizza Hut,"862 Highway 28 Byp Anderson, SC 29624 US",29624,34.435943,-82.624115,Not available,South Carolina
Bamberg,2779 Main Hwy,Pizza Hut,"2779 Main Hwy Bamberg, SC 29003 US",29003,33.241221,-81.023815,(803) 245-5113,South Carolina
Barnwell,1017 Dunbarton Blvd,Pizza Hut,"1017 Dunbarton Blvd Barnwell, SC 29812 US",29812,33.231937,-81.428404,(803) 259-2811,South Carolina
Batesburg-Leesville,254 W Columbia Ave,Pizza Hut,"254 W Columbia Ave Batesburg-Leesville, SC 29006 US",29006,33.869101,-81.551078,(803) 532-8123,South Carolina
Beaufort,10 Sams Point Road,Pizza Hut,"10 Sams Point Road Suite B-2 Beaufort, SC 29907 US",29907,32.474692,-80.599222,(843) 770-0033,South Carolina
Beaufort,35 Robert Smalls Pkwy,Pizza Hut,"35 Robert Smalls Pkwy Suite 102 Beaufort, SC 29902 US",29902,32.334933,-80.684304,(843) 524-7948,South Carolina
Bennettsville,102 Hwy 15-401 Byp,Pizza Hut,"102 Hwy 15-401 Byp Bennettsville, SC 29512 US",29512,34.619033,-79.718041,(843) 479-8281,South Carolina
Bishopville,1070 Sumter Hwy,Pizza Hut,"1070 Sumter Hwy Bishopville, SC 29010 US",29010,34.223091,-80.27265,(803) 428-2001,South Carolina
Bluffton,10 Discovery Dr,Pizza Hut,"10 Discovery Dr Bluffton, SC 29910 US",29910,32.214521,-80.89157,(843) 706-9100,South Carolina
Bluffton,50 Burnt Church Rd,Pizza Hut,"50 Burnt Church Rd Unit 100-I Bluffton, SC 29910 US",29910,32.214521,-80.89157,(843) 815-5474,South Carolina
Boiling Springs,4410 Highway 9,Pizza Hut,"4410 Highway 9 Suite 201 Boiling Springs, SC 29316 US",29316,35.043045,-81.975107,(864) 814-4140,South Carolina
Camden,201 Dekalb St,Pizza Hut,"201 Dekalb St Camden, SC 29020 US",29020,34.314345,-80.573719,(803) 432-1101,South Carolina
Cayce,2221 Charleston Hwy,Pizza Hut,"2221 Charleston Hwy Cayce, SC 29033 US",29033,33.956189,-81.057488,(803) 794-4440,South Carolina
Charleston,2457 Ashley River Rd.,Pizza Hut,"2457 Ashley River Rd. Ste. 1 Charleston, SC 29414 US",29414,32.839966,-80.089182,(843) 735-6500,South Carolina
Cheraw,203 Chesterfield Hwy,Pizza Hut,"203 Chesterfield Hwy Cheraw, SC 29520 US",29520,34.679486,-79.927292,(843) 537-5206,South Carolina
Aberdeen,519 6th Ave SE,Pizza Hut,"519 6th Ave SE Aberdeen, SD 57401 US",57401,45.482335,-98.53254,(605) 225-0052,South Dakota
Alexandria,1151 Spruce Street,Pizza Hut Express,"1151 Spruce Street Friendly's Fuel Stop Alexandria, SD 57311 US",57311,43.655651,-97.763378,Not available,South Dakota
Belle Fourche,1824 5th Ave,Pizza Hut,"1824 5th Ave Belle Fourche, SD 57717 US",57717,44.933872,-103.895745,(605) 892-2671,South Dakota
Box Elder,475 Villa Dr,Pizza Hut,"475 Villa Dr Ste 1 Box Elder, SD 57719 US",57719,44.232442,-102.976094,(605) 981-2843,South Dakota
Brandon,101 N. Splitrock Blvd.,Pizza Hut,"101 N. Splitrock Blvd. Brandon, SD 57005 US",57005,43.592068,-96.585656,(605) 582-4488,South Dakota
Custer,549 Mt Rushmore Rd.,Pizza Hut,"549 Mt Rushmore Rd. Custer, SD 57730 US",57730,43.720822,-103.641848,(605) 673-3330,South Dakota
Hartford,1001 S Western Ave,Pizza Hut Express,"1001 S Western Ave Coffee Cup Fuel Stop #10 Hartford Hartford, SD 57033 US",57033,43.617972,-96.960938,Not available,South Dakota
Hot Springs,723 Jensen Hwy,Pizza Hut,"723 Jensen Hwy Hot Springs, SD 57747 US",57747,43.384853,-103.52724,(605) 745-5443,South Dakota
Kimball,801 South Main Street,Pizza Hut,"801 South Main Street Ditty's Travel Center Kimball, SD 57355 US",57355,43.783607,-98.931444,Not available,South Dakota
Milbank,1201 E Milbank Ave,Pizza Hut,"1201 E Milbank Ave Milbank, SD 57252 US",57252,45.200406,-96.612559,(605) 432-9311,South Dakota
Mitchell,616 East Havens Street,Pizza Hut,"616 East Havens Street Mitchell, SD 57301 US",57301,43.713759,-98.047697,(605) 996-2451,South Dakota
Pierre,505 E Sioux Ave,Pizza Hut,"505 E Sioux Ave Pierre, SD 57501 US",57501,44.5276,-100.309037,(605) 224-6214,South Dakota
Pine Ridge,Hwy 18 & C Street,Pizza Hut,"Hwy 18 & C Street Pine Ridge, SD 57770 US",57770,43.057997,-102.589621,(605) 867-1780,South Dakota
Rapid City,1315 Haines Ave,Pizza Hut,"1315 Haines Ave Rapid City, SD 57701 US",57701,44.146058,-103.206715,(605) 342-1542,South Dakota
Rapid City,1402 E. St. Patrick,Pizza Hut,"1402 E. St. Patrick Rapid City, SD 57701 US",57701,44.146058,-103.206715,(605) 342-4200,South Dakota
Rapid City,3464 Sturgis Road,Pizza Hut,"3464 Sturgis Road Suite 300 Rapid City, SD 57702 US",57702,44.048284,-103.420467,Not available,South Dakota
Sioux Falls,1021 Highline Place,Pizza Hut Express,"1021 Highline Place Sioux Falls, SD 57110 US",57110,43.545488,-96.642616,Not available,South Dakota
Sioux Falls,2207 W 12th St,Pizza Hut,"2207 W 12th St Sioux Falls, SD 57104 US",57104,43.604785,-96.707425,(605) 332-2277,South Dakota
Sioux Falls,3600 S. Louise Avenue,Pizza Hut Express,"3600 S. Louise Avenue Sioux Falls, SD 57106 US",57106,43.507512,-96.840667,Not available,South Dakota
Sioux Falls,6507 W. 41st Street,Pizza Hut,"6507 W. 41st Street Sioux Falls, SD 57106 US",57106,43.507512,-96.840667,(605) 361-6666,South Dakota
Sioux Falls,7730 S Dakota Hawk Ave.,Pizza Hut,"7730 S Dakota Hawk Ave. Sioux Falls, SD 57108 US",57108,43.479527,-96.704993,(605) 371-1777,South Dakota
Sioux Falls,824 S Highline Pl,Pizza Hut,"824 S Highline Pl Sioux Falls, SD 57110 US",57110,43.545488,-96.642616,(605) 332-5200,South Dakota
Alcoa,2418 Airport Hwy,Pizza Hut,"2418 Airport Hwy Alcoa, TN 37701 US",37701,35.791709,-83.987225,(865) 970-2648,Tennessee
Alcoa,375 Hannum St,Pizza Hut,"375 Hannum St Alcoa, TN 37701 US",37701,35.791709,-83.987225,(865) 984-4340,Tennessee
Antioch,2701 Murfreesboro Rd,Pizza Hut,"2701 Murfreesboro Rd Antioch, TN 37013 US",37013,36.052231,-86.632515,(615) 361-1515,Tennessee
Antioch,3800 Murfreesboro Pike,Pizza Hut Express,"3800 Murfreesboro Pike Mapco #7551 Antioch, TN 37013 US",37013,36.052231,-86.632515,Not available,Tennessee
Antioch,944 Richards Rd,Pizza Hut,"944 Richards Rd Antioch, TN 37013 US",37013,36.052231,-86.632515,(615) 832-5000,Tennessee
Ardmore,26439 Main Street,Pizza Hut,"26439 Main Street Ardmore, TN 38449 US",38449,35.040439,-86.818172,(931) 427-3676,Tennessee
Arlington,11615 Highway 70,Pizza Hut,"11615 Highway 70 Suite 102 Arlington, TN 38002 US",38002,35.286355,-89.700274,(901) 867-2391,Tennessee
Arlington,8979 US Hwy 64,Pizza Hut,"8979 US Hwy 64 #3 Arlington, TN 38002 US",38002,35.286355,-89.700274,(901) 213-3484,Tennessee
Athens,1215 Congress Pkwy NW,Pizza Hut,"1215 Congress Pkwy NW Athens, TN 37303 US",37303,35.442462,-84.640077,(423) 745-2111,Tennessee
Atoka,382 Atoka McLaughlin Dr.,Pizza Hut,"382 Atoka McLaughlin Dr. Suite B Atoka, TN 38004 US",38004,35.411411,-89.759757,(901) 837-9999,Tennessee
Bartlett,2919 Elmore Park Rd,Pizza Hut,"2919 Elmore Park Rd Ste 1 Bartlett, TN 38134 US",38134,35.174957,-89.859879,(901) 372-7260,Tennessee
Baxter,6099 Nashville Hwy.,Pizza Hut,"6099 Nashville Hwy. Suite F Baxter, TN 38544 US",38544,36.123588,-85.663143,(931) 858-2180,Tennessee
Brentwood,780 Old Hickory Blvd.,Pizza Hut Express,"780 Old Hickory Blvd. Brentwood, TN 37027 US",37027,35.999288,-86.785062,Not available,Tennessee
Bristol,2167 Volunteer Pkwy,Pizza Hut,"2167 Volunteer Pkwy Bristol, TN 37620 US",37620,36.549613,-82.09404,(423) 968-9411,Tennessee
Camden,243B W Main St,Pizza Hut,"243B W Main St Camden, TN 38320 US",38320,36.051656,-88.1126,(731) 584-9777,Tennessee
Carthage,53 Dixon Springs Hwy,Pizza Hut,"53 Dixon Springs Hwy Carthage, TN 37030 US",37030,36.271546,-85.94212,(615) 735-2614,Tennessee
Centerville,1230 Highway 100,Pizza Hut,"1230 Highway 100 Centerville, TN 37033 US",37033,35.74473,-87.558144,(931) 729-0123,Tennessee
Chattanooga,1204 Hixson Pike,Pizza Hut,"1204 Hixson Pike Chattanooga, TN 37405 US",37405,35.120403,-85.407828,(423) 267-5588,Tennessee
Chattanooga,2282 Encompass Drive,Pizza Hut Express,"2282 Encompass Drive Mapco #7553 Chattanooga, TN 37421 US",37421,35.030496,-85.14578,Not available,Tennessee
Chattanooga,4850 Hwy 58,Pizza Hut,"4850 Hwy 58 Space B Chattanooga, TN 37416 US",37416,35.0976,-85.180301,(423) 894-9044,Tennessee
Chattanooga,6514 Ringgold Road,Pizza Hut,"6514 Ringgold Road Mapco #3680 Chattanooga, TN 37412 US",37412,34.997526,-85.22743,Not available,Tennessee
Chattanooga,7550 E Brainerd Rd,Pizza Hut,"7550 E Brainerd Rd Ste 115 Chattanooga, TN 37421 US",37421,35.030496,-85.14578,(423) 894-4835,Tennessee
Abilene,24 Hospital Dr,Pizza Hut,"24 Hospital Dr Abilene, TX 79606 US",79606,32.362783,-99.817314,(325) 695-3770,Texas
Abilene,2750 S 14th St,Pizza Hut,"2750 S 14th St Abilene, TX 79605 US",79605,32.434599,-99.781827,(325) 692-9328,Texas
Abilene,550 E Ambler Ave,Pizza Hut,"550 E Ambler Ave Abilene, TX 79601 US",79601,32.576489,-99.665323,(325) 676-1892,Texas
Abilene,672 E. Overland Trail,Pizza Hut Express,"672 E. Overland Trail Cinemark Abilene #1146 Abilene, TX 79601 US",79601,32.576489,-99.665323,Not available,Texas
Alamo,522 N Alamo Rd,Pizza Hut,"522 N Alamo Rd Alamo, TX 78516 US",78516,26.144539,-98.121312,(956) 783-1515,Texas
Alice,2022 E Main St,Pizza Hut,"2022 E Main St Alice, TX 78332 US",78332,27.72486,-98.134831,(361) 664-2189,Texas
Allen,150 East Stacy Road,Pizza Hut Express,"150 East Stacy Road Building 2400 Allen, TX 75002 US",75002,33.089854,-96.6086,Not available,Texas
Allen,1505 W McDermott Dr.,Pizza Hut,"1505 W McDermott Dr. #150 Allen, TX 75013 US",75013,33.114327,-96.693964,(214) 547-1515,Texas
Allen,1546 E. Stacy Rd.,Pizza Hut,"1546 E. Stacy Rd. #155 Allen, TX 75002 US",75002,33.089854,-96.6086,(972) 747-0559,Texas
Allen,300 Rivercrest Blvd.,Pizza Hut Express,"300 Rivercrest Blvd. Allen High School Allen, TX 75013 US",75013,33.114327,-96.693964,Not available,Texas
Allen,801 S Greenville Ave.,Pizza Hut,"801 S Greenville Ave. #121 Allen, TX 75002 US",75002,33.089854,-96.6086,(972) 396-8200,Texas
Allen,921 Sh 121,Pizza Hut Express,"921 Sh 121 Cinemark - Allen 16 #370 Allen, TX 75013 US",75013,33.114327,-96.693964,Not available,Texas
Alpine,2300 Hwy 90 East,Pizza Hut,"2300 Hwy 90 East Alpine, TX 79831 US",79831,30.429399,-103.325765,(432) 837-5819,Texas
Alvarado,1056 W Hwy 67,Pizza Hut,"1056 W Hwy 67 Alvarado, TX 76009 US",76009,32.414937,-97.200076,(817) 783-2197,Texas
Alvin,1591 E. Hwy. 6,Pizza Hut,"1591 E. Hwy. 6 Alvin, TX 77511 US",77511,29.380858,-95.241857,(281) 331-6009,Texas
Amarillo,2106 S Grand St,Pizza Hut,"2106 S Grand St Amarillo, TX 79103 US",79103,35.177308,-101.794475,(806) 372-6051,Texas
Amarillo,2509 S Georgia St,Pizza Hut,"2509 S Georgia St Amarillo, TX 79109 US",79109,35.166416,-101.886423,(806) 467-1555,Texas
Amarillo,3404 NE 24th Ave.,Pizza Hut,"3404 NE 24th Ave. Suite A Amarillo, TX 79107 US",79107,35.230592,-101.802502,(806) 383-3000,Texas
Amarillo,5101 S. Western,Pizza Hut,"5101 S. Western Amarillo, TX 79109 US",79109,35.166416,-101.886423,(806) 358-6521,Texas
Amarillo,5611 Gem Lake Rd,Pizza Hut Express,"5611 Gem Lake Rd #100 Amarillo, TX 79106 US",79106,35.203066,-101.895003,(806) 372-1004,Texas
Amarillo,6019 S Coulter,Pizza Hut,"6019 S Coulter Amarillo, TX 79119 US",79119,35.109084,-102.017887,(806) 467-1800,Texas
Amarillo,6905 I-40 West,Pizza Hut,"6905 I-40 West Amarillo, TX 79106 US",79106,35.203066,-101.895003,(806) 355-8288,Texas
Amarillo,7000 I-40 East,Pizza Hut Express,"7000 I-40 East Travel Centers Of America Amarillo, TX 79118 US",79118,35.106367,-101.739911,Not available,Texas
American Fork,76 North 100 East,Pizza Hut,"76 North 100 East American Fork, UT 84003 US",84003,40.471654,-111.68059,(801) 756-9696,Utah
Bountiful,529 South 200 West,Pizza Hut,"529 South 200 West Bountiful, UT 84010 US",84010,40.867942,-111.867845,(801) 298-8844,Utah
Brigham City,585 S Main St,Pizza Hut,"585 S Main St Brigham City, UT 84302 US",84302,41.553593,-112.050764,(435) 723-2625,Utah
Cedar City,579 S Main St,Pizza Hut,"579 S Main St Cedar City, UT 84720 US",84720,37.590627,-113.190988,(435) 586-9896,Utah
Centerville,1078 W Legacy Crossing Blvd,Pizza Hut Express,"1078 W Legacy Crossing Blvd Megaplex 14 At Legacy Crossing Centerville, UT 84014 US",84014,40.932087,-111.884033,Not available,Utah
Clearfield,301 State St,Pizza Hut,"301 State St Clearfield, UT 84015 US",84015,41.120367,-112.06076,(801) 776-5000,Utah
Clinton,2201 North 2000 West,Pizza Hut,"2201 North 2000 West Clinton, UT 84015 US",84015,41.120367,-112.06076,(801) 773-1750,Utah
Draper,148 East 12300 South,Pizza Hut,"148 East 12300 South Draper, UT 84020 US",84020,40.500154,-111.869576,(801) 572-0300,Utah
Eagle Mountain,1388 E Eagle Mountain Blvd,Pizza Hut,"1388 E Eagle Mountain Blvd Eagle Mountain, UT 84005 US",84005,40.325116,-111.996538,(801) 789-4888,Utah
Herriman,13284 South 5600 West,Pizza Hut,"13284 South 5600 West Herriman, UT 84065 US",84065,40.49386,-111.943722,(801) 302-9110,Utah
Hurricane,222 W State St,Pizza Hut,"222 W State St Hurricane, UT 84737 US",84737,37.044712,-113.206012,(435) 288-0119,Utah
Kanab,421 S 100 E,Pizza Hut,"421 S 100 E Kanab, UT 84741 US",84741,37.187126,-112.249416,(435) 644-2513,Utah
Kaysville,265 N. Main Street,Pizza Hut,"265 N. Main Street Kaysville, UT 84037 US",84037,41.027605,-111.950941,(801) 451-5300,Utah
Kearns,4655 W 5415 S,Pizza Hut,"4655 W 5415 S Kearns, UT 84118 US",84118,40.653522,-112.013415,(801) 969-2400,Utah
Layton,2996 N Hillfield Rd,Pizza Hut,"2996 N Hillfield Rd Layton, UT 84041 US",84041,41.069915,-111.981254,(801) 773-1000,Utah
Layton,815 West 2000 North,Pizza Hut Express,"815 West 2000 North Layton, UT 84041 US",84041,41.069915,-111.981254,Not available,Utah
Lehi,1578 E. 3500 N.,Pizza Hut,"1578 E. 3500 N. Lehi, UT 84043 US",84043,40.410762,-111.87679,(801) 855-5388,Utah
Lehi,2935 Thanksgiving Way,Pizza Hut Express,"2935 Thanksgiving Way Megaplex 17 At Thanksgiving Point Lehi, UT 84043 US",84043,40.410762,-111.87679,Not available,Utah
Logan,110 E 400 N,Pizza Hut,"110 E 400 N Logan, UT 84321 US",84321,41.717722,-111.836493,(435) 752-6400,Utah
Magna,8095 W 3500 S,Pizza Hut,"8095 W 3500 S Suite 1 Magna, UT 84044 US",84044,40.72115,-112.164945,(801) 508-9070,Utah
Abingdon,121 Cook St,Pizza Hut,"121 Cook St Abingdon, VA 24210 US",24210,36.768935,-82.027531,(276) 300-2020,Virginia
Alexandria,1049 W Glebe Rd,Pizza Hut,"1049 W Glebe Rd Alexandria, VA 22305 US",22305,38.836463,-77.062098,(703) 836-3200,Virginia
Alexandria,5145 Duke St,Pizza Hut,"5145 Duke St Ste A Alexandria, VA 22304 US",22304,38.813169,-77.112139,(703) 461-6666,Virginia
Alexandria,7013-H Manchester Blvd,Pizza Hut,"7013-H Manchester Blvd Alexandria, VA 22310 US",22310,38.783717,-77.122678,(703) 971-3331,Virginia
Alexandria,7611 Richmond Hwy.,Pizza Hut,"7611 Richmond Hwy. #105 Alexandria, VA 22306 US",22306,38.755738,-77.097779,(703) 765-0101,Virginia
Alexandria,8640 Rte 1,Pizza Hut,"8640 Rte 1 Engleside Plaza Alexandria, VA 22309 US",22309,38.720336,-77.106155,(703) 781-8181,Virginia
Altavista,105 Clarion Rd.,Pizza Hut,"105 Clarion Rd. Suite C Altavista, VA 24517 US",24517,37.147516,-79.23716,(434) 369-0111,Virginia
Amelia,15071 Patrick Henry Hwy.,Pizza Hut,"15071 Patrick Henry Hwy. Amelia, VA 23002 US",23002,37.35106,-77.967875,(804) 561-1908,Virginia
Annandale,7122 Columbia Pike,Pizza Hut,"7122 Columbia Pike Annandale, VA 22003 US",22003,38.829817,-77.215318,(703) 354-1114,Virginia
Appomattox,150 Oakville Rd.,Pizza Hut,"150 Oakville Rd. Appomattox, VA 24522 US",24522,37.376791,-78.778773,(434) 352-5096,Virginia
Arlington,3311 Lee Hwy,Pizza Hut,"3311 Lee Hwy Arlington, VA 22207 US",22207,38.906665,-77.124238,(703) 243-3100,Virginia
Ashburn,43761 Parkhurst Plaza,Pizza Hut,"43761 Parkhurst Plaza #112 Ashburn, VA 20147 US",20147,39.041947,-77.47813,(703) 724-0444,Virginia
Ashland,10134 Lewistown Road,Pizza Hut Express,"10134 Lewistown Road Travel Centers Of America Ashland, VA 23005 US",23005,37.759696,-77.48187,Not available,Virginia
Ashland,9539 Kings Charter Dr.,Pizza Hut,"9539 Kings Charter Dr. Ashland, VA 23005 US",23005,37.759696,-77.48187,(804) 550-4999,Virginia
Bealeton,6385 Village Center Drive,Pizza Hut,"6385 Village Center Drive Bealeton, VA 22712 US",22712,38.564008,-77.757247,(540) 439-3686,Virginia
Blacksburg,Owens Dining Hall,Pizza Hut Express,"Owens Dining Hall Virginia Polytechnic Institute & State University Blacksburg, VA 24061 US",24061,0,0,Not available,Virginia
Blackstone,1445 S. Main Street,Pizza Hut,"1445 S. Main Street Blackstone, VA 23824 US",23824,37.085581,-77.97218,(434) 292-3336,Virginia
Bluefield,1001 Leatherwood Ln,Pizza Hut,"1001 Leatherwood Ln Bluefield, VA 24605 US",24605,37.254178,-81.371211,(276) 322-2126,Virginia
Bracey,2883 Highway 903,Pizza Hut Express,"2883 Highway 903 Bracey Shell Slip In Bracey, VA 23919 US",23919,36.593409,-78.131154,Not available,Virginia
