city_name,store_name,store_address,phone_number,zip_code,latitude,longitude,state
Chippewa Falls,354 Chippewa Mall Dr,"354 Chippewa Mall Dr, Chippewa",715-726-2626,54729,44.945626,-91.392954,Wisconsin
Cumberland,1215 Elm Street,"1215 Elm Street, Cumberland",715-564-9900,54829,45.56665,-92.047243,Wisconsin
Delavan,1823 E. Geneva Street Unit H,"1823 E. Geneva Street Unit H, Delavan",262-728-8888,53115,42.656603,-88.668293,Wisconsin
Eau Claire,3311 London Drive,"3311 London Drive, Eau",715-833-3933,54701,44.751984,-91.514998,Wisconsin
Elkhorn,58 West Market Street Ste H,"58 West Market Street Ste H, Elkhorn",262-578-5150,53121,42.719719,-88.534143,Wisconsin
Fitchburg,5401 Caddis Bend,"5401 Caddis Bend, Fitchburg",608-284-9565,53711,43.010993,-89.411184,Wisconsin
Fond Du Lac,84 N Main Street,"84 N Main Street, Fond",920-921-3800,54935,43.77366,-88.436782,Wisconsin
Fort Atkinson,1311 Madison Ave,"1311 Madison Ave, Fort",920-563-5663,53568,0,0,Wisconsin
Afton,550 Washington St,"550 Washington St, Afton",307-368-8833,83110,42.725902,-110.849219,Wyoming
Buffalo,307 East Hart Street Suite C,"307 East Hart Street Suite C, Buffalo",307-620-3061,82834,44.239738,-106.658714,Wyoming
Casper,1540 Centennial Ct,"1540 Centennial Ct, Casper",307-237-6100,82609,42.805201,-106.180846,Wyoming
Cheyenne,511 E. Pershing Blvd.,"511 E. Pershing Blvd., Cheyenne",307-637-3030,82001,41.092356,-104.936269,Wyoming
Cody,1454 Sheridan Ave,"1454 Sheridan Ave, Cody",307-587-4781,82414,44.492387,-109.593597,Wyoming
Douglas,1826 East Richards Street,"1826 East Richards Street, Douglas",307-624-2020,82633,43.020861,-105.41068,Wyoming
Evanston,225 FRONT ST,"225 FRONT ST, Evanston",307-789-7899,82930,41.016132,-110.64493,Wyoming
Gillette,403 W Lakeway,"403 W Lakeway, Gillette",307-682-5999,82716,44.464635,-105.695059,Wyoming
Green River,430 Uinta Dr.,"430 Uinta Dr., Green",307-875-2020,82935,41.688569,-109.664735,Wyoming
Jackson,520 S Highway 89 Unit #6,"520 S Highway 89 Unit #6, Jackson",307-733-0330,83001,43.394562,-110.629837,Wyoming
Lander,175 N 4th Street,"175 N 4th Street, Lander",307-335-7070,82520,42.69917,-108.618598,Wyoming
Laramie Wyoming,1710 E Grand Ave,"1710 E Grand Ave, Laramie",307-742-0030,82070,41.195245,-105.831882,Wyoming
Powell,451 West Coulter,"451 West Coulter, Powell",307-754-3211,82435,44.810459,-108.915036,Wyoming
Rawlins,312 W Cedar,"312 W Cedar, Rawlins",307-328-1400,82301,41.892016,-107.490595,Wyoming
Riverton,806 N FEDERAL,"806 N FEDERAL, Riverton",307-857-2033,82501,43.033049,-108.206993,Wyoming
Rock Springs,3028 College Rd.,"3028 College Rd., Rock",307-362-4242,82901,41.379272,-108.978176,Wyoming
Sheridan,1538 N Main Street,"1538 N Main Street, Sheridan",307-672-7401,82801,44.843713,-106.835993,Wyoming
Torrington,2741 West C St.,"2741 West C St., Torrington",307-532-0330,82240,42.257616,-104.150757,Wyoming
